paper_id,title,year
W4392558086,International Diabetes Federation Position Statement on the 1-hour post-load plasma glucose for the diagnosis of intermediate hyperglycaemia and type 2 diabetes,2024
W4392595321,Crop Prospects and Food Situation,2024
W4392638134,"Climate change, thermal anomalies, and the recent progression of dengue in Brazil",2024
W4392747879,US oil and gas system emissions from nearly one million aerial site measurements,2024
W4392769651,ESMO Clinical Practice Guideline interim update on first-line therapy in advanced urothelial carcinoma,2024
W4392862921,"Pan-UK Biobank GWAS improves discovery, analysis of genetic architecture, and resolution into ancestry-enriched effects",2024
W4392882058,The design of animal experiments,2024
W4392883923,CellViT: Vision Transformers for precise cell segmentation and classification,2024
W4392897333,Pulse potential mediated selectivity for the electrocatalytic oxidation of glycerol to glyceric acid,2024
W4392931267,Dynamic Event-Triggered Control for a Class of Uncertain Strict-Feedback Systems via an Improved Adaptive Neural Networks Backstepping Approach,2024
W4392938370,Systemic Therapy for Advanced Hepatocellular Carcinoma: ASCO Guideline Update,2024
W4392986561,Artificial Intelligence–Generated Draft Replies to Patient Inbox Messages,2024
W4392993833,Marangoni‐Driven Self‐Assembly MXene As Functional Membrane Enables Dendrite‐Free and Flexible Zinc–Iodine Pouch Cells,2024
W4393072087,FI-NPI: Exploring Optimal Control in Parallel Platform Systems,2024
W4393164305,"Chlorogenic Acid: A Systematic Review on the Biological Functions, Mechanistic Actions, and Therapeutic Potentials",2024
W4393260550,"Tuberculosis — United States, 2023",2024
W4393333888,Balancing agricultural production and environmental sustainability: Based on Economic Analysis From North China Plain,2024
W4393336357,Challenges and strategies for wide-scale artificial intelligence (AI) deployment in healthcare practices: A perspective for healthcare organizations,2024
W4393346075,Simultaneous degradation of methyl orange and indigo carmine dyes from an aqueous solution using nanostructured WO3 and CuO supported on Zeolite 4A,2024
W4393354698,"Toxic heavy metal ions contamination in water and their sustainable reduction by eco-friendly methods: isotherms, thermodynamics and kinetics study",2024
W4394625750,Training-Free Layout Control with Cross-Attention Guidance,2024
W4394680686,Zn-based batteries for sustainable energy storage: strategies and mechanisms,2024
W4394689051,Manipulating the diffusion energy barrier at the lithium metal electrolyte interface for dendrite-free long-life batteries,2024
W4394824835,The Lancet Breast Cancer Commission,2024
W4394851592,High-performance multidimensional-structured N-doped nickel modulated Mo2N/FeOxNy bifunctional electrocatalysts for efficient alkaline seawater splitting,2024
W4394884057,"AUGMENTED AND VIRTUAL REALITY IN U.S. EDUCATION: A REVIEW: ANALYZING THE IMPACT, EFFECTIVENESS, AND FUTURE PROSPECTS OF AR/VR TOOLS IN ENHANCING LEARNING EXPERIENCES",2024
W4394931621,Materials design for hypersonics,2024
W4395014774,Migration trajectories and blocking effect of the fine particles in porous media based on particle flow simulation,2024
W4395037817,Tandem Electrocatalytic Reduction of Nitrite to Ammonia on Rhodium–Copper Single Atom Alloys,2024
W4395068321,"Ultrahigh-Performance Fiber-Supported Iron-Based Ionic Liquid for Synthesizing 3,4-Dihydropyrimidin-2-(1<i>H</i>)-ones in a Cleaner Manner",2024
W4395463052,AI-INFUSED CHATBOTS FOR CUSTOMER SUPPORT: A CROSS-COUNTRY EVALUATION OF USER SATISFACTION IN THE USA AND THE UK,2024
W4395673279,Cross-industry frameworks for business process reengineering: Conceptual models and practical executions,2024
W4396746727,Circadian tumor infiltration and function of CD8+ T cells dictate immunotherapy efficacy,2024
W4396804716,Correction to “Minimal information for studies of extracellular vesicles (MISEV2023): From basic to advanced approaches”,2024
W4396900892,MXene@c-MWCNT Adhesive Silica Nanofiber Membranes Enhancing Electromagnetic Interference Shielding and Thermal Insulation Performance in Extreme Environments,2024
W4398161748,Intelligent-inspired framework for fatigue reliability evaluation of offshore wind turbine support structures under hybrid uncertainty,2024
W4398193429,A facile method for constructing scalable and low-cost superhydrophobic coating with anti-corrosion and drag-reduction properties,2024
W4398237002,Evolutionary Social Psychology,2024
W4398781274,Employer Brand Building for Effective Talent Management,2024
W4399039253,SUSTENTABILIDADE: DIREITO AO FUTURO,2024
W4399093336,Single Case Research Designs,2024
W4399118709,Pairtools: From sequencing data to chromosome contacts,2024
W4399181153,Nanozymes for nanohealthcare,2024
W4399578202,An unbiased ranking of murine dietary models based on their proximity to human metabolic dysfunction-associated steatotic liver disease (MASLD),2024
W4400199023,Zero-dimensional halide hybrid bulk glass exhibiting reversible photochromic ultralong phosphorescence,2024
W4400772258,An Online Reinforcement Learning-based Energy Management Strategy for Microgrids with Centralized Control,2024
W4400948944,Single-cell multiregion dissection of Alzheimer’s disease,2024
W4400960579,"The interplay between cytokines, inflammation, and antioxidants: mechanistic insights and therapeutic potentials of various antioxidants and anti-cytokine compounds",2024
W4401055739,Electrolyte Engineering for the Mass Exfoliation of Graphene Oxide Across Wide Oxidation Degrees,2024
W4401121340,Enhanced photocatalytic degradation of toluene on surface C- and CN-modified TiO2 microspheres,2024
W4401207086,Comparative European Politics,2024
W4401340280,Understanding Management,2024
W4402260611,2024 American Control Conference (ACC),2024
W4402429727,Tourism in the city: towards an integrative agenda on urban tourism,2024
W4402860905,Evidence-Based Geriatric Nursing Protocols for Best Practice,2024
W4403152483,SegMamba: Long-Range Sequential Modeling Mamba for 3D Medical Image Segmentation,2024
W4403314738,Manuel pratique de terminologie,2024
W4404120703,International Journal of Business Research and Management,2024
W4404248026,European Journal of Molecular and Clinical Medicine,2024
W4404776071,Functional Evaluation,2024
W637897189,Memoirs of the Life of David Garrick (1780),2024
W1021003992,Equitable Coloring of Graphs,2024
W2184757163,Mechanical and Aerospace Engineering,2025
W2187074275,Annals of Sports Medicine and Research,2024
W2336729143,An American Kaleidoscope,2024
W2439358609,An Investigation of N-person Prisoners' Dilemmas,2024
W2588431537,Corporate Governance Life Cycle,2024
W2592647065,2024 18th European Conference on Antennas and Propagation (EuCAP),2024
W2992192303,Impact of Foreign Direct Investment on Economic Growth in Nigeria,2024
W3147078274,The Industrious Revolution,2025
W3150455812,Data and the Aggregate Economy,2024
W3176388002,"The new Atlantic order: the transformation of international politics, 1860–1933",2024
W4243174508,Journal of Language Aggression and Conflict,2024
W4246589023,Nuclear Law Bulletin,2024
W4252914713,Iranian Journal of Cancer Prevention,2024
W4390488940,Research progress of Prussian blue and its analogues for cathodes of aqueous zinc ion batteries,2024
W4390545802,Polymeric nanoparticles (PNPs) for oral delivery of insulin,2024
W4390548387,Prophylaxis and management of graft-versus-host disease after stem-cell transplantation for haematological malignancies: updated consensus recommendations of the European Society for Blood and Marrow Transplantation,2024
W4390572091,The promising role of tumor-associated macrophages in the treatment of cancer,2024
W4390588938,Cu-Based Materials for Enhanced C2+ Product Selectivity in Photo-/Electro-Catalytic CO2 Reduction: Challenges and Prospects,2024
W4390603155,Government environmental protection subsidies and corporate green innovation: Evidence from Chinese microenterprises,2024
W4390612265,World Economic Situation and Prospects 2024,2024
W4390615188,Hydrogels and Wound Healing: Current and Future Prospects,2024
W4390615453,High-Temperature Superconductivity in La<sub>3</sub>Ni<sub>2</sub>O<sub>7</sub>,2024
W4390638022,Prompt Engineering in Large Language Models,2024
W4390645523,Effects of new urbanization on China's carbon emissions: A quasi-natural experiment based on the improved PSM-DID model,2024
W4390656215,Current status of Mycoplasma pneumoniae infection in China,2024
W4390705788,Elevated genetic risk for multiple sclerosis emerged in steppe pastoralist populations,2024
W4390765830,Fish's Clinical Psychopathology,2024
W4390792201,"Borderline personality disorder: a comprehensive review of diagnosis and clinical presentation, etiology, treatment, and current controversies",2024
W4390816686,Investigating undergraduate students' perceptions and awareness of using ChatGPT as a regular assistance tool: A user acceptance perspective study,2024
W4390820213,Reinforcing green business strategies with Industry 4.0 and governance towards sustainability: Natural‐resource‐based view and dynamic capability,2024
W4390839186,Effects of 3D-printing processing parameters on FFF parts’ porosity: outlook and trends,2024
W4390880633,Gas diffusion enhanced electrode with ultrathin superhydrophobic macropore structure for acidic CO2 electroreduction,2024
W4390906869,Byulleten' Moskovskogo Obshchestva Ispytatelei Prirody Otdel Biologicheskii,2024
W4390916644,Enhanced Performance of Gallium‐Based Wide Bandgap Oxide Semiconductor Heterojunction Photodetector for Solar‐Blind Optical Communication via Oxygen Vacancy Electrical Activity Modulation,2024
W4390946589,Deep-STP: a deep learning-based approach to predict snake toxin proteins by using word embeddings,2024
W4390971790,Embedding electronic perpetual motion into single-atom catalysts for persistent Fenton-like reactions,2024
W4390976507,Update of the risk assessment of inorganic arsenic in food,2024
W4391014747,Amorphous MnO<sub>2</sub> Lamellae Encapsulated Covalent Triazine Polymer‐Derived Multi‐Heteroatoms‐Doped Carbon for ORR/OER Bifunctional Electrocatalysis,2024
W4391070694,"Adhesively bonded joints – A review on design, manufacturing, experiments, modeling and challenges",2024
W4391103680,The Roles of Neutrophil-Derived Myeloperoxidase (MPO) in Diseases: The New Progress,2024
W4391104810,Towards Negative Emissions: Hydrothermal Carbonization of Biomass for Sustainable Carbon Materials,2024
W4391126242,Dithiine-linked metalphthalocyanine framework with undulated layers for highly efficient and stable H2O2 electroproduction,2024
W4391130440,"A Review of Machine Learning and Deep Learning for Object Detection, Semantic Segmentation, and Human Action Recognition in Machine and Robotic Vision",2024
W4391177680,Adsorption of food dyes from aqueous solution on a sweet potato residue-derived carbonaceous adsorbent: Analytical interpretation of adsorption mechanisms via adsorbent characterization and statistical physics modeling,2024
W4391305431,"AI and 6G Into the Metaverse: Fundamentals, Challenges and Future Research Trends",2024
W4391387827,The influence of the environment and lifestyle on myopia,2024
W4391446133,"The mycorrhizal symbiosis: research frontiers in genomics, ecology, and agricultural application",2024
W4391514571,"Mxene hybrid conductive hydrogels with mechanical flexibility, frost-resistance, photothermoelectric conversion characteristics and their multiple applications in sensing",2024
W4391531304,Discovering Cathodic Biocompatibility for Aqueous Zn–MnO2 Battery: An Integrating Biomass Carbon Strategy,2024
W4391589803,Factors affecting performance expectancy and intentions to use ChatGPT: Using SmartPLS to advance an information technology acceptance framework,2024
W4391629689,Respecting causality for training physics-informed neural networks,2024
W4391692592,Efficacy and Safety of 5-Day Oral Ensitrelvir for Patients With Mild to Moderate COVID-19,2024
W4391735142,"Co-pyrolysis of biomass and different plastic waste to reduce hazardous waste and subsequent production of energy products: A review on advancement, synergies, and future prospects",2024
W4391776447,Theories of motivation: A comprehensive analysis of human behavior drivers,2024
W4391833078,"A Systematic Survey of Prompt Engineering in Large Language Models:
  Techniques and Applications",2024
W4391878749,RNA Interference With Zilebesiran for Mild to Moderate Hypertension,2024
W4391883381,Cation-Induced Interfacial Hydrophobic Microenvironment Promotes the C–C Coupling in Electrochemical CO<sub>2</sub> Reduction,2024
W4391887471,Creep deformation monitoring of landslides in a reservoir area,2024
W4391933113,Strain-Engineered Ru-NiCr LDH Nanosheets Boosting Alkaline Hydrogen Evolution Reaction,2024
W4391934135,Uric acid in health and disease: From physiological functions to pathogenic mechanisms,2024
W4391969790,Assessing gender differences in food preferences and physical activity: a population-based survey,2024
W4391974599,"Generative AI for Transformative Healthcare: A Comprehensive Study of Emerging Models, Applications, Case Studies, and Limitations",2024
W4391994420,"Glioblastoma Therapy: Past, Present and Future",2024
W4392057793,Attention-deficit/hyperactivity disorder,2024
W4392123111,"A structural equation modeling approach in examining EFL students’ foreign language enjoyment, trait emotional intelligence, and classroom climate",2024
W4392135812,Electrospun fiber‐based immune engineering in regenerative medicine,2024
W4392151673,DTCM: Deep Transformer Capsule Mutual Distillation for Multivariate Time Series Classification,2024
W4392296993,"Deaths from Excessive Alcohol Use — United States, 2016–2021",2024
W4392429237,S-NiSe/HG Nanocomposites with Balanced Dielectric Loss Encapsulated in Room-Temperature Self-Healing Polyurethane for Microwave Absorption and Corrosion Protection,2024
W4392505481,Adverse Childhood Experiences and Adult Mental Health Outcomes,2024
W4392521991,THE ROLE OF TECHNOLOGY IN ENHANCING MENTAL HEALTH ADVOCACY: A SYSTEMATIC REVIEW,2024
W4392546233,Recent advances in phyto-combined remediation of heavy metal pollution in soil,2024
W4392600387,Mediation Role of Recreational Physical Activity in the Relationship between the Dietary Intake of Live Microbes and the Systemic Immune-Inflammation Index: A Real-World Cross-Sectional Study,2024
W4392715357,Deep learning for water quality,2024
W4392732579,Lightweight Zn‐Philic 3D‐Cu Scaffold for Customizable Zinc Ion Batteries,2024
W4392732989,Student perspectives on the use of generative artificial intelligence technologies in higher education,2024
W4392761925,A new pathway to sustainability: Integrating economic dimension (ECON) into ESG factors as (ECON-ESG) and aligned with sustainable development goals (SDGs),2024
W4392894584,"A critical review towards artificial general intelligence: Challenges, ethical considerations, and the path forward",2024
W4392914082,Advancements in optical fiber-based wearable sensors for smart health monitoring,2024
W4392964402,Microbiota-derived indoles alleviate intestinal inflammation and modulate microbiome by microbial cross-feeding,2024
W4392965917,Taming the terminological tempest in invasion science,2024
W4392986196,Skin Biopsy Detection of Phosphorylated α-Synuclein in Patients With Synucleinopathies,2024
W4393038841,Oxygen-independent organic photosensitizer with ultralow-power NIR photoexcitation for tumor-specific photodynamic therapy,2024
W4393055189,Invasive candidiasis,2024
W4393077032,CYBERSECURITY CHALLENGES IN THE AGE OF AI: THEORETICAL APPROACHES AND PRACTICAL SOLUTIONS,2024
W4393084182,"Advanced Dielectric Materials for Triboelectric Nanogenerators: Principles, Methods, and Applications",2024
W4393253019,Constructing Multiscroll Memristive Neural Network With Local Activity Memristor and Application in Image Encryption,2024
W4393870245,The variation and evolution of complete human centromeres,2024
W4393992983,The first <scp>MASH</scp> drug therapy on the horizon: Current perspectives of resmetirom,2024
W4394063358,Personalized neoantigen vaccine and pembrolizumab in advanced hepatocellular carcinoma: a phase 1/2 trial,2024
W4394688967,The Art and Science of Molecular Docking,2024
W4394738629,The pleiotropic functions of reactive oxygen species in cancer,2024
W4394863715,How Generative AI Can Augment Human Creativity,2024
W4394933411,Future of Digital Marketing: Hyper-Personalized Customer Dynamic Experience with AI-Based Predictive Models,2024
W4394976829,Research progress of structural regulation and composition optimization to strengthen absorbing mechanism in emerging composites for efficient electromagnetic protection,2024
W4395039867,Approaches to prevention of gynecological malignancies,2024
W4395052272,The application of large language models in medicine: A scoping review,2024
W4395163221,KUO Mollusca collections (KUO),2024
W4395215507,KUO Ephemeroptera collections,2024
W4395277700,KUO Orthoptera collections (KUO),2024
W4395581032,"University of South Carolina, A. C. Moore Herbarium Lichen Collection",2024
W4395684606,Biodegradable Polymers in Food Packaging,2024
W4395699696,Digital transformation as a catalyst for business model innovation: A critical review of impact and implementation strategies,2024
W4396569682,Ecological Psychology: The Consequence of a Commitment to Realism,2024
W4396592177,Aprendizagem baseada em projetos,2024
W4396670524,An Analysis of Internet-of-Things-Based Fire Detection and Alert Systems,2024
W4396724984,Sonar Signal Processing 1989,2024
W4396741066,Design an efficient VARMA LSTM GRU model for identification of deep-fake images via dynamic window-based spatio-temporal analysis,2024
W4396785780,Improving battery safety by utilizing composite phase change material to delay the occurrence of thermal runaway event,2024
W4396799006,"Bacteriocin diversity, function, discovery and application as antimicrobials",2024
W4396828393,Revolutionizing infrastructure: The evolving landscape of electricity-based multifunctional concrete from concept to practice,2024
W4396850879,Solar‐Driven Drum‐Type Atmospheric Water Harvester Based on Bio‐Based Gels with Fast Adsorption/Desorption Kinetics,2024
W4398164319,Physics-informed neural network for lithium-ion battery degradation stable modeling and prognosis,2024
W4399035614,The Simple Macroeconomics of AI,2024
W4399164841,Computer Science Curricula 2023,2024
W4399363851,Body Roundness Index and All-Cause Mortality Among US Adults,2024
W4399665388,Exploring Chinese EFL learners’ engagement with large language models: A self-determination theory perspective,2024
W4399746595,Personalized brain circuit scores identify clinically distinct biotypes in depression and anxiety,2024
W4399861320,Mitochondria and cell death,2024
W4400324377,"A systematic review and meta-analysis of machine learning, deep learning, and ensemble learning approaches in predicting EV charging behavior",2024
W4400420808,"International journal of law, crime and justice",2024
W4400467452,Perspective of electromagnetic wave absorbing materials with continuously tunable effective absorption frequency bands,2024
W4400613797,An insight into the nanoarchitecture of electrode materials on the performance of supercapacitors,2024
W4400729332,Inhibition of IL-11 signalling extends mammalian healthspan and lifespan,2024
W4400948986,peri-Fused polyaromatic molecular contacts for perovskite solar cells,2024
W4401183583,Mathematical programming,2024
W4401508413,IEEE INFOCOM 2024 - IEEE Conference on Computer Communications,2024
W4401685452,Agostino Nifo and Saint Thomas Aquinas,2024
W4401975670,"The Alkali Acts Administration, 1863–84: The Emergence of the Civil Scientist",2024
W4401977857,Hyperuricemia and its related diseases: mechanisms and advances in therapy,2024
W4402183731,Regulating the phase composition and microstructure of Fe3Si/SiC nanofiber composites to enhance electromagnetic wave absorption,2024
W4402336031,Simply Institutional Ethnography: Creating a Sociology for People,2024
W4402448453,‘How Extensive a Payroll Exposure is necessary to give a dependable Pure Premium’,2024
W4402455675,Deep Play: Notes On The Balinese Cockfight,2024
W4402775306,"UniRepLKNet: A Universal Perception Large-Kernel ConvNet for Audio, Video, Point Cloud, Time-Series and Image Recognition",2024
W4402871285,Economic Organization,2024
W4403081466,MMBench: Is Your Multi-modal Model an All-Around Player?,2024
W4403557850,"19th Conference on the Theory of Quantum Computation, Communication and Cryptography (TQC 2024)",2024
W4404060285,The Federal Democratic Republic of Ethiopia,2024
W4405126548,Informe sobre Desarrollo Humano 2023/2024,2024
W577579410,Intellectual Functioning in the Aged,2024
W1517565296,Lectures on the Elements of Political Economy,2024
W206089408,Social Theory for Planning,2025
W2098671727,Models of G–spectra as presheaves of spectra,2024
W2254428996,Report of the Scientific Committee,2024
W2296217731,"Parasites, pests, and predators",2024
W2379304387,Unified Modeling Language (UML),2024
W2784297920,Atomic Weights and Isotopic Compositions,2024
W3012626863,Why Is Productivity Slowing Down?,2024
W3033128340,Is Separate Still Unequal? New Evidence on School Segregation and Racial Academic Achievement Gaps,2024
W3046345843,"Wayward lives, beautiful experiments: Intimate histories of social upheaval",2024
W3150080251,From Fog to Smog: The Value of Pollution Information,2024
W4206514935,Revista de Medicina Veterinaria,2024
W4210326675,"Cultura, Ciencia y Deporte",2024
W4390502602,Interpretable scientific discovery with symbolic regression: a review,2024
W4390600568,Environmental and energy analysis for photovoltaic-thermoelectric solar unit in existence of nanofluid cooling reporting CO2 emission reduction,2024
W4390614361,Tandem Nitrate‐to‐Ammonia Conversion on Atomically Precise Silver Nanocluster/MXene Electrocatalyst,2024
W4390645531,"Agrivoltaics, a promising new tool for electricity and food production: A systematic review",2024
W4390706248,Electronic cigarettes for smoking cessation.,2024
W4390707842,MRE11 liberates cGAS from nucleosome sequestration during tumorigenesis,2024
W4390729136,Information decomposition and the informational architecture of the brain,2024
W4390732271,"Comprehensive review of CRISPR-based gene editing: mechanisms, challenges, and applications in cancer therapy",2024
W4390748968,Understanding AP2/ERF Transcription Factor Responses and Tolerance to Various Abiotic Stresses in Plants: A Comprehensive Review,2024
W4390768036,Exploring the impact of ChatGPT on education: A web mining and machine learning approach,2024
W4390858614,Scaffold-based 3D cell culture models in cancer research,2024
W4390902638,"Lenvatinib Plus Pembrolizumab Versus Sunitinib in First-Line Treatment of Advanced Renal Cell Carcinoma: Final Prespecified Overall Survival Analysis of CLEAR, a Phase III Study",2024
W4390937325,Testosterone Treatment and Fractures in Men with Hypogonadism,2024
W4390967629,"Supershear triggering and cascading fault ruptures of the 2023 Kahramanmaraş, Türkiye, earthquake doublet",2024
W4390976136,Skeletal editing of pyridines through atom-pair swap from CN to CC,2024
W4390979707,SnF<sub>2</sub>‐Induced Multifunctional Interface‐Stabilized Li<sub>5.5</sub>PS<sub>4.5</sub>Cl<sub>1.5</sub>‐Based All‐Solid‐State Lithium Metal Batteries,2024
W4391007279,Multi-hop graph pooling adversarial network for cross-domain remaining useful life prediction: A distributed federated learning perspective,2024
W4391065107,Carbon nitride based nanoarchitectonics for nature-inspired photocatalytic CO2 reduction,2024
W4391132268,rGO doped MOFs derived α-Fe2O3 nanomaterials for self-supporting ppb-level NO2 gas sensor,2024
W4391160651,Temperature effect of rockburst in granite caverns: insights from reduced-scale model true-triaxial test,2024
W4391188276,Opportunities and challenges of artificial intelligence and distributed systems to improve the quality of healthcare service,2024
W4391296651,Filtered generalized iterative parameter identification for equation‐error autoregressive models based on the filtering identification idea,2024
W4391429845,Biomass-derived carbon-sulfur hybrids boosting electrochemical kinetics to achieve high potassium storage performance,2024
W4391559941,Fine-tuning ChatGPT for automatic scoring,2024
W4391572037,Machine Learning Applications in Healthcare: Current Trends and Future Prospects,2024
W4391575311,Crop traits and production under drought,2024
W4391589712,How does environmental regulation promote green technology innovation? Evidence from China's total emission control policy,2024
W4391652024,Alleviating OH Blockage on the Catalyst Surface by the Puncture Effect of Single-Atom Sites to Boost Alkaline Water Electrolysis,2024
W4391755293,Education reform and change driven by digital technology: a bibliometric study from a global perspective,2024
W4391756628,Cellpose3: one-click image restoration for improved cellular segmentation,2024
W4391781690,"Additive manufacturing in polymer research: Advances, synthesis, and applications",2024
W4391925370,Global Epidemiology of Gallstones in the 21st Century: A Systematic Review and Meta-Analysis,2024
W4391931319,Bi/BSO Heterojunctions via Vacancy Engineering for Efficient Photocatalytic Nitrogen Fixation,2024
W4391941941,Mechanistic insights from inflammasome structures,2024
W4391943471,"Healthy weight loss maintenance with exercise, GLP-1 receptor agonist, or both combined followed by one year without treatment: a post-treatment analysis of a randomised placebo-controlled trial",2024
W4391987360,Research progress on portable electrochemical sensors for detection of mycotoxins in food and environmental samples,2024
W4392010986,Investigation of the thermal performance of biomimetic minichannel-based liquid-cooled large format pouch battery pack,2024
W4392029839,"Machine learning-based network intrusion detection for big and imbalanced data using oversampling, stacking feature embedding and feature extraction",2024
W4392138753,Recent advances in smart wearable sensors for continuous human health monitoring,2024
W4392198237,BANKSY unifies cell typing and tissue domain segmentation for scalable spatial omics data analysis,2024
W4392214699,Psychoanalytic Politics,2024
W4392232594,Bloods: An Oral History of the Vietnam War by Black Veterans,2024
W4392242467,Integrated lithium niobate microwave photonic processing engine,2024
W4392344208,Atomic Co─P Catalytic Pair Drives Efficient Electrochemical Nitrate Reduction to Ammonia,2024
W4392361508,Lightweight and Strong Cellulosic Triboelectric Materials Enabled by Cell Wall Nanoengineering,2024
W4392456269,Light-induced quinone conformation of polymer donors toward 19.9% efficiency organic solar cells,2024
W4392472403,Molecular Design for In‐Situ Polymerized Solid Polymer Electrolytes Enabling Stable Cycling of Lithium Metal Batteries,2024
W4392551147,Fabrication of a facile self-floating lignin-based carbon Janus evaporators for efficient and stable solar desalination,2024
W4392562772,Stretch‐Induced Conductivity Enhancement in Highly Conductive and Tough Hydrogels,2024
W4392601322,Targeting the Warburg Effect in Cancer: Where Do We Stand?,2024
W4392611955,"Advances in hydrogen storage with metal hydrides: Mechanisms, materials, and challenges",2024
W4392715923,Introduction to Mineral Processing,2024
W4392747569,Spatially organized cellular communities form the developing human heart,2024
W4392757422,"International consensus guidelines for the definition, detection, and interpretation of autophagy-dependent ferroptosis",2024
W4392927015,Materials in Radiative Cooling Technologies,2024
W4392984614,Transcription–replication conflicts underlie sensitivity to PARP inhibitors,2024
W4393038075,Activity-Based Fluorescent Probes for Hydrogen Sulfide and Related Reactive Sulfur Species,2024
W4393200016,A versatile single-photon-based quantum computing platform,2024
W4393200053,Enhancement Factors: A Central Concept during 50 Years of Surface-Enhanced Raman Spectroscopy,2024
W4393223895,Soil phosphorus transformation and plant uptake driven by phosphate-solubilizing microorganisms,2024
W4393279461,A hyperelastic hydrogel with an ultralarge reversible biaxial strain,2024
W4393305165,Flexible Conformally Bioadhesive MXene Hydrogel Electronics for Machine Learning‐Facilitated Human‐Interactive Sensing,2024
W4393319053,Role of heterogenous microstructure and deformation behavior in achieving superior strength-ductility synergy in zinc fabricated via laser powder bed fusion,2024
W4393372093,Illumination Induced Negative Differential Resistance in InGaAs Avalanche Photodiode,2024
W4393678241,Review of battery state estimation methods for electric vehicles - Part I: SOC estimation,2024
W4393871947,Defective High-Crystallinity g-C<sub>3</sub>N<sub>4</sub> Heterostructures by Double-End Modulation for Photocatalysis,2024
W4393949235,Advancements in Noble Metal-Decorated Porous Carbon Nanoarchitectures: Key Catalysts for Direct Liquid Fuel Cells,2024
W4394605912,Masculinities and Crime,2024
W4394622605,Advances and Future Prospects of Micro‐Silicon Anodes for High‐Energy‐Density Lithium‐Ion Batteries: A Comprehensive Review,2024
W4394770342,Nanomaterials for advanced energy applications: Recent advancements and future trends,2024
W4394862732,Drive Like a Human: Rethinking Autonomous Driving with Large Language Models,2024
W4394963061,Single-Objective and Multi-Objective Flood Interval Forecasting Considering Interval Fitting Coefficients,2024
W4395031429,The potential impact of digital economy on energy poverty in the context of Chinese provinces,2024
W4395063578,Fostering inclusive green growth in China: Identifying the impact of the regional integration strategy of Yangtze River Economic Belt,2024
W4395067202,Randomised controlled trials evaluating artificial intelligence in clinical practice: a scoping review,2024
W4395071408,PGE2 inhibits TIL expansion by disrupting IL-2 signalling and mitochondrial function,2024
W4395447577,Global trends and scenarios for terrestrial biodiversity and ecosystem services from 1900 to 2050,2024
W4395449486,Sweat permeable and ultrahigh strength 3D PVDF piezoelectric nanoyarn fabric strain sensor,2024
W4395668462,Permanent fluidic magnets for liquid bioelectronics,2024
W4395676185,Induced pluripotent stem cells (iPSCs): molecular mechanisms of induction and applications,2024
W4396219101,Laser Excitation of the Th-229 Nucleus,2024
W4396520467,Manipulating cellulose-based dual-network coordination for enhanced electromagnetic wave absorption in magnetic porous carbon nanocomposites,2024
W4396522340,Knowledge and Justification,2024
W4396636816,<i>In‐Situ</i> Ultrafast Construction of Zinc Tungstate Interface Layer for Highly Reversible Zinc Anodes,2024
W4396669593,An Analysis of Algorithms and Methods Based on Image Processing for Medical Applications,2024
W4396673418,An Industry-Focused Traffic System Utilising Internet of Things,2024
W4396721307,Genome organization around nuclear speckles drives mRNA splicing efficiency,2024
W4396739576,World Migration Report 2024,2024
W4396774040,Smart waste management: A paradigm shift enabled by artificial intelligence,2024
W4396871877,Facile fabrication of next-generation sustainable brick and mortar through geopolymerization of construction debris,2024
W4396966099,Supercritical CH<sub>3</sub>OH-Triggered Isotype Heterojunction and Groups in g-C<sub>3</sub>N<sub>4</sub> for Enhanced Photocatalytic H<sub>2</sub> Evolution,2024
W4398140309,"Surface-Enhanced Raman Spectroscopy: Current Understanding, Challenges, and Opportunities",2024
W4398205289,Pre‐Doping of Dual‐Functional Sodium to Weaken Fe─S Bond and Stabilize Interfacial Chemistry for High‐Rate Reversible Sodium Storage,2024
W4399050227,Contemporaneous causality among price indices of ten major steel products,2024
W4399121795,The complete sequence and comparative analysis of ape sex chromosomes,2024
W4399260468,Stem Cell‐Derived Nanovesicles Embedded in Dual‐Layered Hydrogel for Programmed ROS Regulation and Comprehensive Tissue Regeneration in Burn Wound Healing,2024
W4399285942,Radiation detection and measurement,2024
W4399304831,"Isatuximab, Bortezomib, Lenalidomide, and Dexamethasone for Multiple Myeloma",2024
W4399337197,Pre-owned housing price index forecasts using Gaussian process regressions,2024
W4399450035,Power Hungry Processing: Watts Driving the Cost of AI Deployment?,2024
W4399567248,A Multimodal Generative AI Copilot for Human Pathology,2024
W4399926592,Final Technical Report,2024
W4399931327,Recent advances in scanning electrochemical microscopy for probing the sites in electrocatalysts,2024
W4400614434,Multifunctional electromagnetic wave absorbing carbon fiber/Ti3C2TX MXene fabric with superior near-infrared laser dependent photothermal antibacterial behaviors,2024
W4400880443,Neural general circulation models for weather and climate,2024
W4401411817,Metal-organic frameworks (MOFs) and MOF composites based biosensors,2024
W4401556332,A robust photothermal superhydrophobic anti/de-icing composite coating fabricated from BP/SiO2 on a modified fluorocarbon coating base,2024
W4402127080,No-go for the formation of heavy mass Primordial Black Holes in Single Field Inflation,2024
W4402667905,Poly Kernel Inception Network for Remote Sensing Detection,2024
W4402853668,Global water scarcity footprint by mineral,2024
W4402853678,"Breakdown of working population by type of occupation in Southern Africa, 2021",2024
W4402853698,"Vulnerable employment, labour productivity and education spending in Central Africa, 2000-22",2024
